Open,High,Low,Close,Volume
36.485854939468034,36.815546399764436,35.60667771201098,35.99131774902344,788900
37.255123454931,38.3540946482918,36.04625514223412,37.74966049194336,1734000
37.36502842730786,37.969462710690784,36.046262718108764,36.4858512878418,1571900
36.815540555299464,38.02440905114512,36.375952011355594,37.31007766723633,2239400
37.365013606964595,41.59605191245912,37.31006505754259,41.54110336303711,4630500
41.54111197622199,41.76090621948242,38.90358105709679,41.76090621948242,3532800
41.70597310220041,41.70597310220041,40.22236141081779,40.881744384765625,1437300
40.387177088489274,40.93666249105375,40.00253730669414,40.11243438720703,1055100
39.453057884511374,39.9475948217824,38.793675301483326,39.78274917602539,1050900
40.99162441618899,42.09059558016189,40.22234460140796,41.32131576538086,1900200
41.48616547552532,42.14554823805022,40.167399950475506,40.93667984008789,1291100
40.442145060278904,40.77183646022683,37.91451099401147,38.848636627197266,2412200
38.62883312958108,40.3322382889225,38.5189360225268,38.9035758972168,1876500
37.694712111529185,38.3540948306813,36.760586592730355,37.365020751953125,2111300
37.20017207025767,37.20017207025767,36.04625240485825,36.70563507080078,2363300
36.650679570872605,36.70562811595637,35.386863033945964,36.04624557495117,1742000
35.93634529587645,36.32098507733078,35.38685989379883,35.38685989379883,1686500
35.441827942839765,37.47492504963832,35.2220336610237,37.255130767822266,2031900
36.37595902191349,37.20018770065776,35.276987450254474,35.826473236083984,1519900
35.22202119842677,35.386866851461534,33.62851321909077,34.013153076171875,1970600
33.793373469492835,34.782447814941406,33.46368202100998,34.782447814941406,1489600
34.34286071630389,34.67255217918041,33.35378632767434,34.23296356201172,1677800
34.287914603803685,34.397811765995364,33.408737306270254,33.90327453613281,1539000
34.232971239693555,35.331943029089814,33.62853675552561,34.727508544921875,1491500
34.83737955291115,35.331916486627556,34.232945522813324,34.45273971557617,911100
34.50768826376688,35.11212229386471,34.068099878241185,34.45273971557617,1038600
34.45273422481507,35.112116698017275,34.45273422481507,34.8923225402832,1054400
34.287901171875,34.7274896484375,33.95820981445313,34.34284973144531,1242900
34.177998729206635,34.28789583122981,33.07902770897491,34.013153076171875,1463200
34.0131603266655,34.0131603266655,32.474600570370455,32.63944625854492,1496000
32.144911761127936,33.243883103388725,31.650374657110586,31.92511749267578,1834400
32.08997141962466,32.144920000822644,30.826154052070947,31.595434188842773,2040700
31.65038266844447,33.024097193984595,31.10089685822842,32.0350227355957,1787800
31.705328278792532,32.859248372128135,31.10089394418817,31.320688247680664,1452200
31.925115620948258,32.914189770994845,31.1008871625761,32.36470413208008,1602000
31.375632524490353,32.5295524597168,31.375632524490353,31.650375366210938,1669000
31.70532344845074,31.815220583454035,30.881094935926026,31.100889205932617,945600
30.881105716411884,31.430591583251953,29.892031156099762,30.001928329467773,1451700
30.55139832168096,30.716243996078518,29.232632926500486,29.507375717163086,1386500
29.28758601319018,30.93604301205642,29.17768887993243,30.551403045654297,1390700
30.331605723590883,31.15583413999281,30.056862918123574,30.716245651245117,2101100
31.100881600769377,31.375624371094194,30.05685907353507,30.276653289794922,1121500
30.111818827386273,30.111818827386273,29.342538784350857,29.782127380371094,1307900
