Open,High,Low,Close,Volume
13.043750571333653,13.163418007767907,13.043750571333653,13.103584289550781,405000
12.98392337863728,13.013840252781607,12.265918399173469,12.355669021606445,571300
12.355662533767207,12.385579392202478,11.847075940367588,11.996660232543945,766700
12.026576620017366,12.295828335390889,11.936826048226191,12.146244049072266,620200
12.176161936591653,12.774499132492963,12.116328217001522,12.714665412902832,691500
13.043746689769709,13.043746689769709,12.654827637093089,12.804411888122559,579500
12.864254441478556,12.924088183066829,12.295833896389968,12.475335121154785,477600
12.355662049918338,12.415495764445788,12.086410334544816,12.146244049072266,319700
12.303050444676325,12.725213940326984,12.272895909272707,12.544286727905273,515300
12.815677589840359,13.81077726152208,12.815677589840359,13.569540977478027,1989500
13.629848684437524,14.112321204240622,13.629848684437524,14.08216667175293,1026700
13.991701784689864,13.991701784689864,13.358456660813815,13.448920249938965,1078700
13.690155402096833,13.750464456731622,13.177528437701138,13.26799201965332,573600
13.267992037647176,13.328301092363754,12.725210545197973,12.78551959991455,431300
13.117219153965745,13.117219153965745,12.755364832477035,12.906137466430664,502800
12.906141152748694,12.906141152748694,12.4236685862908,12.544286727905273,407500
12.483977657098036,12.755368475730602,12.363359515483562,12.544286727905273,456600
12.574440026175383,13.328303337097168,12.51413096130164,13.328303337097168,695100
13.75046784537179,13.840931449617656,13.328304358891078,13.509231567382812,667200
13.388612401970912,13.388612401970912,12.966448947854712,13.328303337097168,684300
13.207686551411946,13.569540977478027,13.026759338378906,13.569540977478027,831700
13.569539157967819,13.871084472589327,13.328302906270615,13.750466346740723,635100
14.052012242657648,14.052012242657648,13.509230653885464,13.59969425201416,614000
13.569539157967819,13.810775409665025,13.418766500657066,13.750466346740723,819600
13.720309929414228,13.720309929414228,13.207682965018531,13.26799201965332,394100
12.091965702601842,12.66490173339844,12.091965702601842,12.664901733398438,2087800
12.634746192456435,12.725209769013402,12.514128090380478,12.574437141418457,970000
12.634750644270195,12.634750644270195,12.393514355119452,12.514132499694824,1075600
12.423668455369404,12.514132060626947,12.061814034339227,12.182432174682617,376800
12.182429666002397,12.483974954764832,12.061811550497422,12.242738723754883,603600
12.272896058559418,12.303050594329834,11.911041629314424,12.061814308166504,680400
12.061811650840982,12.483975058620414,11.971348063459674,12.423666000366211,779500
12.363359665870666,12.4236687374115,12.031659772396088,12.061814308166504,491500
12.061813156326096,12.122122222107727,11.428567965618976,11.609495162963867,642800
11.639647309280516,11.699956362696478,11.277792988784748,11.368256568908691,655500
11.45871837207605,11.639645504266722,11.277791239885374,11.549181938171387,422700
11.549187197594785,11.549187197594785,11.127023696899414,11.127023696899414,430000
11.187332042673017,11.277795644096248,10.644550434133624,10.91594123840332,794900
11.157175253245457,11.217484308668405,10.855629976130714,10.946093559265137,505000
11.006402483574508,11.398411339153874,10.94609342886999,11.247638702392578,509100
11.127022520024726,11.338104248046875,10.885786259427984,11.338104248046875,574800
11.30795059977351,11.33810513470624,10.91594164564803,11.157177925109863,432100
